306|1|0.0|0.5|||400.0|
306|1|0.5|1.0|||700.0|
306|2|1.0|4.0|||3000.0|
306|2|4.0|9.0|||3800.0|
306|3|9.0|14.0|||4500.0|
306|3|14.0|200.0|||4700.0|
306|4|9.0|14.0|||4500.0|
306|4|14.0|200.0|||4700.0|
306|5|14.0|51.0|||4700.0|
306|6|14.0|51.0|||5100.0|
410|1|0.0|0.5|||1.7|
410|1|0.5|1.0|||1.8|
410|2|1.0|4.0|||2.0|
410|2|4.0|9.0|||3.0|
410|3|9.0|14.0|||4.0|
410|3|14.0|19.0|||5.0|
410|3|19.0|200.0|||5.0|
410|4|9.0|14.0|||4.0|
410|4|14.0|19.0|||5.0|
410|4|19.0|200.0|||5.0|
410|5|14.0|19.0|||6.0|
410|5|19.0|51.0|||6.0|
410|6|14.0|19.0|||7.0|
410|6|19.0|51.0|||7.0|
421|1|0.0|0.5|||125.0|
421|1|0.5|1.0|||150.0|
421|2|1.0|4.0|||200.0|1000.0
421|2|4.0|9.0|||250.0|1000.0
421|3|9.0|14.0|||375.0|2000.0
421|3|14.0|19.0|||550.0|3000.0
421|3|19.0|200.0|||550.0|3500.0
421|4|9.0|14.0|||375.0|2000.0
421|4|14.0|19.0|||400.0|3000.0
421|4|19.0|200.0|||425.0|3500.0
421|5|14.0|19.0|||450.0|3000.0
421|5|19.0|51.0|||450.0|3500.0
421|6|14.0|19.0|||550.0|3000.0
421|6|19.0|51.0|||550.0|3500.0
430|1|0.0|0.5|||2.0|
430|1|0.5|1.0|||2.5|
430|2|1.0|4.0|||30.0|
430|2|4.0|9.0|||55.0|
430|3|9.0|14.0|||60.0|
430|3|14.0|19.0|||75.0|
430|3|19.0|200.0|||120.0|
430|4|9.0|14.0|||60.0|
430|4|14.0|19.0|||75.0|
430|4|19.0|200.0|||90.0|
430|5|14.0|19.0|||75.0|
430|5|19.0|51.0|||90.0|
430|6|14.0|51.0|||75.0|
430|6|19.0|51.0|||90.0|
307|1|0.0|0.5|||120.0|
307|1|0.5|1.0|||370.0|
307|2|1.0|4.0|||1000.0|1500.0
307|2|4.0|9.0|||1200.0|1900.0
307|3|9.0|14.0|||1500.0|2200.0
307|3|14.0|51.0|||1500.0|2300.0
307|3|51.0|71.0|||1300.0|2300.0
307|3|71.0|200.0|||1200.0|2300.0
307|4|9.0|14.0|||1500.0|2200.0
307|4|14.0|51.0|||1500.0|2300.0
307|4|51.0|71.0|||1300.0|2300.0
307|4|71.0|200.0|||1200.0|2300.0
307|5|14.0|51.0|||1500.0|2300.0
307|6|14.0|51.0|||1500.0|2300.0
313|1|0.0|0.5|||10.0|700.0
313|1|0.5|1.0|||500.0|900.0
313|2|1.0|4.0|||700.0|1300.0
313|2|4.0|9.0|||1000.0|2200.0
313|3|9.0|14.0|||2000.0|10000.0
313|3|14.0|19.0|||3000.0|10000.0
313|3|19.0|200.0|||4000.0|10000.0
313|4|9.0|14.0|||2000.0|10000.0
313|4|14.0|200.0|||3000.0|10000.0
313|5|14.0|51.0|||3000.0|10000.0
313|6|14.0|51.0|||3000.0|10000.0
315|1|0.0|0.5|||0.003|
315|1|0.5|1.0|||0.6|
315|2|1.0|4.0|||1.2|2.0
315|2|4.0|9.0|||1.5|3.0
315|3|9.0|14.0|||1.9|6.0
315|3|14.0|19.0|||2.2|9.0
315|3|19.0|200.0|||2.3|11.0
315|4|9.0|14.0|||1.6|6.0
315|4|14.0|19.0|||1.6|9.0
315|4|19.0|200.0|||1.8|11.0
315|5|14.0|19.0|||2.0|9.0
315|5|19.0|51.0|||2.0|11.0
315|6|14.0|19.0|||2.6|9.0
315|6|19.0|51.0|||2.6|11.0
301|1|0.0|0.5|||200.0|1000.0
301|1|0.5|1.0|||260.0|1500.0
301|2|1.0|4.0|500.0|700.0||2500.0
301|2|4.0|9.0|800.0|1000.0||2500.0
301|3|9.0|19.0|1100.0|1300.0||3000.0
301|3|19.0|51.0|800.0|1000.0||2500.0
301|3|51.0|71.0|800.0|1000.0||2000.0
301|3|71.0|200.0|1000.0|1200.0||2000.0
301|4|9.0|19.0|1100.0|1300.0||3000.0
301|4|19.0|51.0|800.0|1000.0||2500.0
301|4|51.0|71.0|1000.0|1200.0||2000.0
301|4|71.0|200.0|1000.0|1200.0||2000.0
301|5|14.0|19.0|1000.0|1300.0||3000.0
301|5|19.0|51.0|800.0|1000.0||2500.0
301|6|14.0|19.0|1000.0|1300.0||3000.0
301|6|19.0|51.0|800.0|1000.0||2500.0
324|1|0.0|0.5||400.0||1000.0
324|1|0.5|1.0||400.0||1520.0
324|2|1.0|4.0|400.0|600.0||2520.0
324|2|4.0|9.0|400.0|600.0||3000.0
324|3|9.0|71.0|400.0|600.0||4000.0
324|3|71.0|200.0|400.0|800.0||4000.0
324|4|9.0|71.0|400.0|600.0||4000.0
324|4|71.0|200.0|400.0|800.0||4000.0
324|5|14.0|51.0|400.0|600.0||4000.0
324|6|14.0|51.0|400.0|600.0||4000.0
320|1|0.0|0.5|||400.0|600.0
320|1|0.5|1.0|||500.0|600.0
320|2|1.0|4.0|210.0|300.0||600.0
320|2|4.0|9.0|275.0|400.0||900.0
320|3|9.0|14.0|445.0|600.0||1700.0
320|3|14.0|19.0|630.0|900.0||2800.0
320|3|19.0|200.0|625.0|900.0||3000.0
